Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
29072;GUILVINEC;29730;GUILVINEC;
29284;TREFFIAGAT;29730;TREFFIAGAT;
29174;PLONEOUR LANVERN;29720;PLONEOUR LANVERN;
29214;PLOVAN;29720;PLOVAN;
29292;TREGUENNEC;29720;TREGUENNEC;
29298;TREOGAT;29720;TREOGAT;
29065;GOURLIZON;29710;GOURLIZON;
29070;GUILER SUR GOYEN;29710;GUILER SUR GOYEN;
29108;LANDUDEC;29710;LANDUDEC;
29159;PEUMERIT;29710;PEUMERIT;
29167;PLOGASTEL ST GERMAIN;29710;PLOGASTEL ST GERMAIN;
29173;PLONEIS;29710;PLONEIS;
29215;PLOZEVET;29710;PLOZEVET;
29225;POULDREUZIC;29710;POULDREUZIC;
29170;PLOMELIN;29700;PLOMELIN;
29216;PLUGUFFAN;29700;PLUGUFFAN;
29007;BERRIEN;29690;BERRIEN;
29013;BOTMEUR;29690;BOTMEUR;
29018;BRENNILIS;29690;BRENNILIS;
29054;LA FEUILLEE;29690;LA FEUILLEE;
29081;HUELGOAT;29690;HUELGOAT;
29129;LOCMARIA BERRIEN;29690;LOCMARIA BERRIEN;
29211;PLOUYE;29690;PLOUYE;
29239;ROSCOFF;29680;ROSCOFF;
29079;HENVIC;29670;HENVIC;
29132;LOCQUENOLE;29670;LOCQUENOLE;
29279;TAULE;29670;TAULE;
29023;CARANTEC;29660;CARANTEC;
29014;BOTSORHEL;29650;BOTSORHEL;
29067;GUERLESQUIN;29650;GUERLESQUIN;
29183;PLOUEGAT MOYSAN;29650;PLOUEGAT MOYSAN;
29219;LE PONTHOU;29650;LE PONTHOU;
29012;BOLAZEC;29640;BOLAZEC;
29114;LANNEANOU;29640;LANNEANOU;
29191;PLOUGONVEN;29640;PLOUGONVEN;
29275;SCRIGNAC;29640;SCRIGNAC;
29188;PLOUGASNOU;29630;PLOUGASNOU;
29188;PLOUGASNOU;29630;PLOUGASNOU;PRIMEL TREGASTEL
29251;ST JEAN DU DOIGT;29630;ST JEAN DU DOIGT;
29073;GUIMAEC;29620;GUIMAEC;
29113;LANMEUR;29620;LANMEUR;
29182;PLOUEGAT GUERAND;29620;PLOUEGAT GUERAND;
29059;GARLAN;29610;GARLAN;
29199;PLOUIGNEAU;29610;PLOUIGNEAU;
29151;MORLAIX;29600;MORLAIX;
29207;PLOURIN LES MORLAIX;29600;PLOURIN LES MORLAIX;
29254;ST MARTIN DES CHAMPS;29600;ST MARTIN DES CHAMPS;
29265;STE SEVE;29600;STE SEVE;
29053;LE FAOU;29590;LE FAOU;
29139;LOPEREC;29590;LOPEREC;
29240;ROSNOEN;29590;ROSNOEN;
29263;ST SEGAL;29590;ST SEGAL;
29302;PONT DE BUIS LES QUIMERCH;29590;PONT DE BUIS LES QUIMERCH;
29302;PONT DE BUIS LES QUIMERCH;29590;PONT DE BUIS LES QUIMERCH;QUIMERCH
29022;CAMARET SUR MER;29570;CAMARET SUR MER;
29238;ROSCANVEL;29570;ROSCANVEL;
29001;ARGOL;29560;ARGOL;
29104;LANDEVENNEC;29560;LANDEVENNEC;
29280;TELGRUC SUR MER;29560;TELGRUC SUR MER;
29289;TREGARVAN;29560;TREGARVAN;
29166;PLOEVEN;29550;PLOEVEN;
29172;PLOMODIERN;29550;PLOMODIERN;
29176;PLONEVEZ PORZAY;29550;PLONEVEZ PORZAY;
29256;ST NIC;29550;ST NIC;
29278;SPEZET;29540;SPEZET;
29036;COLLOREC;29530;COLLOREC;
29102;LANDELEAU;29530;LANDELEAU;
29141;LOQUEFFRET;29530;LOQUEFFRET;
29175;PLONEVEZ DU FAOU;29530;PLONEVEZ DU FAOU;
29027;CHATEAUNEUF DU FAOU;29520;CHATEAUNEUF DU FAOU;
29122;LAZ;29520;LAZ;
29249;ST GOAZEC;29520;ST GOAZEC;
29267;ST THOIS;29520;ST THOIS;
29020;BRIEC;29510;BRIEC;
29048;EDERN;29510;EDERN;
29106;LANDREVARZEC;29510;LANDREVARZEC;
29107;LANDUDAL;29510;LANDUDAL;
29110;LANGOLEN;29510;LANGOLEN;
29051;ERGUE GABERIC;29500;ERGUE GABERIC;
29075;GUIPAVAS;29490;GUIPAVAS;
29235;LE RELECQ KERHUON;29480;LE RELECQ KERHUON;
29140;LOPERHET;29470;LOPERHET;
29189;PLOUGASTEL DAOULAS;29470;PLOUGASTEL DAOULAS;
29043;DAOULAS;29460;DAOULAS;
29045;DIRINON;29460;DIRINON;
29078;HANVEC;29460;HANVEC;
29080;HOPITAL CAMFROUT;29460;L HOPITAL CAMFROUT;
29086;IRVILLAC;29460;IRVILLAC;
29137;LOGONNA DAOULAS;29460;LOGONNA DAOULAS;
29246;ST ELOY;29460;ST ELOY;
29038;COMMANA;29450;COMMANA;
29277;SIZUN;29450;SIZUN;
29294;LE TREHOU;29450;LE TREHOU;
29187;PLOUGAR;29440;PLOUGAR;
29213;PLOUZEVEDE;29440;PLOUZEVEDE;
29244;ST DERRIEN;29440;ST DERRIEN;
29271;ST VOUGAY;29440;ST VOUGAY;
29285;TREFLAOUENAN;29440;TREFLAOUENAN;
29301;TREZILIDE;29440;TREZILIDE;
29111;LANHOUARNEAU;29430;LANHOUARNEAU;
29185;PLOUESCAT;29430;PLOUESCAT;
29206;PLOUNEVEZ LOCHRIST;29430;PLOUNEVEZ LOCHRIST;
29287;TREFLEZ;29430;TREFLEZ;
29148;MESPAUL;29420;MESPAUL;
29184;PLOUENAN;29420;PLOUENAN;
29210;PLOUVORN;29420;PLOUVORN;
29034;LE CLOITRE ST THEGONNEC;29410;LE CLOITRE ST THEGONNEC;
29068;GUICLAN;29410;GUICLAN;
29163;PLEYBER CHRIST;29410;PLEYBER CHRIST;
29202;PLOUNEOUR MENEZ;29410;PLOUNEOUR MENEZ;
29266;ST THEGONNEC LOC EGUINER;29410;ST THEGONNEC LOC EGUINER;LOC EGUINER ST THEGONNEC
29266;ST THEGONNEC LOC EGUINER;29410;ST THEGONNEC LOC EGUINER;
29010;BODILIS;29400;BODILIS;
29074;GUIMILIAU;29400;GUIMILIAU;
29097;LAMPAUL GUIMILIAU;29400;LAMPAUL GUIMILIAU;
29105;LANDIVISIAU;29400;LANDIVISIAU;
29116;LANNEUFFRET;29400;LANNEUFFRET;
29128;LOC EGUINER;29400;LOC EGUINER;
29131;LOCMELAR;29400;LOCMELAR;
29193;PLOUGOURVEST;29400;PLOUGOURVEST;
29204;PLOUNEVENTER;29400;PLOUNEVENTER;
29262;ST SAUVEUR;29400;ST SAUVEUR;
29264;ST SERVAIS;29400;ST SERVAIS;
29125;LEUHAN;29390;LEUHAN;
29274;SCAER;29390;SCAER;
29004;BANNALEC;29380;BANNALEC;
29269;ST THURIEN;29380;ST THURIEN;
29300;LE TREVOUX;29380;LE TREVOUX;
29041;CORAY;29370;CORAY;
29049;ELLIANT;29370;ELLIANT;
29031;CLOHARS CARNOET;29360;CLOHARS CARNOET;
29031;CLOHARS CARNOET;29360;CLOHARS CARNOET;LE POULDU
29150;MOELAN SUR MER;29350;MOELAN SUR MER;
29150;MOELAN SUR MER;29350;MOELAN SUR MER;KERFANY LES PINS
29236;RIEC SUR BELON;29340;RIEC SUR BELON;
29136;LOCUNOLE;29310;LOCUNOLE;
29230;QUERRIEN;29310;QUERRIEN;
29002;ARZANO;29300;ARZANO;
29005;BAYE;29300;BAYE;
29071;GUILLIGOMARC H;29300;GUILLIGOMARC H;
29147;MELLAC;29300;MELLAC;
29233;QUIMPERLE;29300;QUIMPERLE;
29234;REDENE;29300;REDENE;
29297;TREMEVEN;29300;TREMEVEN;
29076;GUIPRONVEL;29290;GUIPRONVEL;
29119;LANRIVOARE;29290;LANRIVOARE;
29149;MILIZAC;29290;MILIZAC;
29260;ST RENAN;29290;ST RENAN;
29299;TREOUERGAT;29290;TREOUERGAT;
29130;LOCMARIA PLOUZANE;29280;LOCMARIA PLOUZANE;
29212;PLOUZANE;29280;PLOUZANE;
29024;CARHAIX PLOUGUER;29270;CARHAIX PLOUGUER;
29029;CLEDEN POHER;29270;CLEDEN POHER;
29089;KERGLOFF;29270;KERGLOFF;
29152;MOTREFF;29270;MOTREFF;
29205;PLOUNEVEZEL;29270;PLOUNEVEZEL;
29250;ST HERNIN;29270;ST HERNIN;
29055;LE FOLGOET;29260;LE FOLGOET;
29093;KERNILIS;29260;KERNILIS;
29094;KERNOUES;29260;KERNOUES;
29100;LANARVILY;29260;LANARVILY;
29124;LESNEVEN;29260;LESNEVEN;
29126;LOC BREVALAIRE;29260;LOC BREVALAIRE;
29179;PLOUDANIEL;29260;PLOUDANIEL;
29198;PLOUIDER;29260;PLOUIDER;
29248;ST FREGANT;29260;ST FREGANT;
29255;ST MEEN;29260;ST MEEN;
29288;TREGARANTEC;29260;TREGARANTEC;
29084;ILE MOLENE;29259;ILE MOLENE;
29082;ILE DE BATZ;29253;ILE DE BATZ;
29186;PLOUEZOC H;29252;PLOUEZOC H;
29192;PLOUGOULM;29250;PLOUGOULM;
29259;ST POL DE LEON;29250;ST POL DE LEON;
29273;SANTEC;29250;SANTEC;
29276;SIBIRIL;29250;SIBIRIL;
29227;POULLAOUEN;29246;POULLAOUEN;
29155;OUESSANT;29242;ILE D OUESSANT;
29133;LOCQUIREC;29241;LOCQUIREC;
29030;CLEDER;29233;CLEDER;
29040;LE CONQUET;29217;LE CONQUET;
29190;PLOUGONVELIN;29217;PLOUGONVELIN;ST MATHIEU
29190;PLOUGONVELIN;29217;PLOUGONVELIN;
29282;TREBABU;29217;TREBABU;
29019;BREST;29200;BREST;
29016;BRASPARTS;29190;BRASPARTS;
29033;LE CLOITRE PLEYBEN;29190;LE CLOITRE PLEYBEN;
29062;GOUEZEC;29190;GOUEZEC;
29115;LANNEDERN;29190;LANNEDERN;
29123;LENNON;29190;LENNON;
29142;LOTHEY;29190;LOTHEY;
29162;PLEYBEN;29190;PLEYBEN;
29261;ST RIVOAL;29190;ST RIVOAL;
29066;GUENGAT;29180;GUENGAT;
29134;LOCRONAN;29180;LOCRONAN;
29169;PLOGONNEC;29180;PLOGONNEC;
29229;QUEMENEVEN;29180;QUEMENEVEN;
29058;FOUESNANT;29170;FOUESNANT;
29058;FOUESNANT;29170;FOUESNANT;BEGMEIL
29161;PLEUVEN;29170;PLEUVEN;
29247;ST EVARZEC;29170;ST EVARZEC;
29042;CROZON;29160;CROZON;
29042;CROZON;29160;CROZON;MORGAT
29042;CROZON;29160;CROZON;LE FRET
29120;LANVEOC;29160;LANVEOC;
29025;CAST;29150;CAST;
29026;CHATEAULIN;29150;CHATEAULIN;
29044;DINEAULT;29150;DINEAULT;
29222;PORT LAUNAY;29150;PORT LAUNAY;
29243;ST COULITZ;29150;ST COULITZ;
29146;MELGVEN;29140;MELGVEN;
29241;ROSPORDEN;29140;ROSPORDEN;
29241;ROSPORDEN;29140;ROSPORDEN;KERNEVEL
29272;ST YVI;29140;ST YVI;
29281;TOURCH;29140;TOURCH;
29037;COMBRIT;29120;COMBRIT;
29171;PLOMEUR;29120;PLOMEUR;
29220;PONT L ABBE;29120;PONT L ABBE;
29252;ST JEAN TROLIMON;29120;ST JEAN TROLIMON;
29296;TREMEOC;29120;TREMEOC;
29046;DOUARNENEZ;29100;DOUARNENEZ;
29046;DOUARNENEZ;29100;DOUARNENEZ;TREBOUL
29087;LE JUCH;29100;LE JUCH;
29090;KERLAZ;29100;KERLAZ;
29224;POULDERGAT;29100;POULDERGAT;
29226;POULLAN SUR MER;29100;POULLAN SUR MER;
29232;QUIMPER;29000;QUIMPER;
28005;ALLUYES;28800;ALLUYES;
28051;BONNEVAL;28800;BONNEVAL;
28057;BOUVILLE;28800;BOUVILLE;
28065;BULLAINVILLE;28800;BULLAINVILLE;
28126;DANCY;28800;DANCY;
28153;FLACEY;28800;FLACEY;
28176;LE GAULT ST DENIS;28800;LE GAULT ST DENIS;
28259;MONTBOISSIER;28800;MONTBOISSIER;
28260;MONTHARVILLE;28800;MONTHARVILLE;
28270;MORIERS;28800;MORIERS;
28277;NEUVY EN DUNOIS;28800;NEUVY EN DUNOIS;
28305;PRE ST EVROULT;28800;PRE ST EVROULT;
28306;PRE ST MARTIN;28800;PRE ST MARTIN;
28353;ST MAUR SUR LE LOIR;28800;ST MAUR SUR LE LOIR;
28364;SANCHEVILLE;28800;SANCHEVILLE;
28370;SAUMERAY;28800;SAUMERAY;
28396;TRIZAY LES BONNEVAL;28800;TRIZAY LES BONNEVAL;
28418;VILLIERS ST ORIEN;28800;VILLIERS ST ORIEN;
28009;ARDELU;28700;ARDELU;
28013;AUNAY SOUS AUNEAU;28700;AUNAY SOUS AUNEAU;
28015;AUNEAU BLEURY ST SYMPHORIEN;28700;AUNEAU BLEURY ST SYMPHORIEN;BLEURY
28015;AUNEAU BLEURY ST SYMPHORIEN;28700;AUNEAU BLEURY ST SYMPHORIEN;
28015;AUNEAU BLEURY ST SYMPHORIEN;28700;AUNEAU BLEURY ST SYMPHORIEN;BLEURY ST SYMPHORIEN
28039;BEVILLE LE COMTE;28700;BEVILLE LE COMTE;
28073;CHAMPSERU;28700;CHAMPSERU;
28074;LA CHAPELLE D AUNAINVILLE;28700;LA CHAPELLE D AUNAINVILLE;
28092;CHATENAY;28700;CHATENAY;
28129;DENONVILLE;28700;DENONVILLE;
28160;FRANCOURVILLE;28700;FRANCOURVILLE;
28169;GARANCIERES EN BEAUCE;28700;GARANCIERES EN BEAUCE;
28183;GOMMERVILLE;28700;GOMMERVILLE;ORLU
28188;LE GUE DE LONGROI;28700;LE GUE DE LONGROI;
28194;HOUVILLE LA BRANCHE;28700;HOUVILLE LA BRANCHE;
28207;LETHUIN;28700;LETHUIN;
28208;LEVAINVILLE;28700;LEVAINVILLE;
28230;MAISONS;28700;MAISONS;
28255;MOINVILLE LA JEULIN;28700;MOINVILLE LA JEULIN;
28257;MONDONVILLE ST JEAN;28700;MONDONVILLE ST JEAN;
28268;MORAINVILLE;28700;MORAINVILLE;
28285;OINVILLE SOUS AUNEAU;28700;OINVILLE SOUS AUNEAU;
28294;OYSONVILLE;28700;OYSONVILLE;
28317;ROINVILLE;28700;ROINVILLE;
28344;ST LEGER DES AUBEES;28700;ST LEGER DES AUBEES;
28363;SAINVILLE;28700;SAINVILLE;
28366;SANTEUIL;28700;SANTEUIL;
28397;UMPEAU;28700;UMPEAU;
28408;VIERVILLE;28700;VIERVILLE;
28421;VOISE;28700;VOISE;
28024;BARJOUVILLE;28630;BARJOUVILLE;
28035;BERCHERES LES PIERRES;28630;BERCHERES LES PIERRES;
28107;CORANCEZ;28630;CORANCEZ;
28110;LE COUDRAY;28630;LE COUDRAY;
28158;FONTENAY SUR EURE;28630;FONTENAY SUR EURE;
28177;GELLAINVILLE;28630;GELLAINVILLE;
28253;MIGNIERES;28630;MIGNIERES;
28269;MORANCEZ;28630;MORANCEZ;
28278;NOGENT LE PHAYE;28630;NOGENT LE PHAYE;
28380;SOURS;28630;SOURS;
28388;THIVARS;28630;THIVARS;
28403;VER LES CHARTRES;28630;VER LES CHARTRES;
28220;LUISANT;28600;LUISANT;
28003;ALLAINVILLE;28500;ALLAINVILLE;
28014;AUNAY SOUS CRECY;28500;AUNAY SOUS CRECY;
28045;BOISSY EN DROUAIS;28500;BOISSY EN DROUAIS;
28076;LA CHAPELLE FORAINVILLIERS;28500;LA CHAPELLE FORAINVILLIERS;
28082;CHARPONT;28500;CHARPONT;
28098;CHERISY;28500;CHERISY;
28117;CRECY COUVE;28500;CRECY COUVE;
28136;ECLUZELLES;28500;ECLUZELLES;
28170;GARANCIERES EN DROUAIS;28500;GARANCIERES EN DROUAIS;
28171;GARNAY;28500;GARNAY;
28178;GERMAINVILLE;28500;GERMAINVILLE;
28216;LOUVILLIERS EN DROUAIS;28500;LOUVILLIERS EN DROUAIS;
28223;LURAY;28500;LURAY;
28239;MARVILLE MOUTIERS BRULE;28500;MARVILLE MOUTIERS BRULE;
28251;MEZIERES EN DROUAIS;28500;MEZIERES EN DROUAIS;
28267;MONTREUIL;28500;MONTREUIL;
28292;OUERRE;28500;OUERRE;
28332;STE GEMME MORONVAL;28500;STE GEMME MORONVAL;
28369;SAULNIERES;28500;SAULNIERES;
28394;TREON;28500;TREON;
28404;VERNOUILLET;28500;VERNOUILLET;
28405;VERT EN DROUAIS;28500;VERT EN DROUAIS;
28010;ARGENVILLIERS;28480;ARGENVILLIERS;
28031;BEAUMONT LES AUTELS;28480;BEAUMONT LES AUTELS;
28086;CHASSANT;28480;CHASSANT;
28105;COMBRES;28480;COMBRES;
28119;LA CROIX DU PERCHE;28480;LA CROIX DU PERCHE;
28165;FRETIGNY;28480;FRETIGNY;
28192;HAPPONVILLIERS;28480;HAPPONVILLIERS;
28219;LUIGNY;28480;LUIGNY;
28252;MIERMAIGNE;28480;MIERMAIGNE;
28331;ST DENIS D AUTHOU;28480;ST DENIS D AUTHOU;
28387;THIRON GARDAIS;28480;THIRON GARDAIS;
28407;VICHERES;28480;VICHERES;
28001;ABONDANT;28410;ABONDANT;
28056;BOUTIGNY PROUAIS;28410;BOUTIGNY PROUAIS;
28056;BOUTIGNY PROUAIS;28410;BOUTIGNY PROUAIS;PROUAIS
28062;BROUE;28410;BROUE;
28064;BU;28410;BU;
28185;GOUSSAINVILLE;28410;GOUSSAINVILLE;CHAMPAGNE
28185;GOUSSAINVILLE;28410;GOUSSAINVILLE;
28193;HAVELU;28410;HAVELU;
28235;MARCHEZAIS;28410;MARCHEZAIS;
28347;ST LUBIN DE LA HAYE;28410;ST LUBIN DE LA HAYE;
28375;SERVILLE;28410;SERVILLE;
28063;BRUNELLES;28400;BRUNELLES;
28072;CHAMPROND EN PERCHET;28400;CHAMPROND EN PERCHET;
28112;COUDRECEAU;28400;COUDRECEAU;
28175;LA GAUDAINE;28400;LA GAUDAINE;
28236;MARGON;28400;MARGON;
28237;MAROLLES LES BUIS;28400;MAROLLES LES BUIS;
28280;NOGENT LE ROTROU;28400;NOGENT LE ROTROU;
28342;ST JEAN PIERRE FIXTE;28400;ST JEAN PIERRE FIXTE;
28378;SOUANCE AU PERCHE;28400;SOUANCE AU PERCHE;
28395;TRIZAY COUTRETOT ST SERGE;28400;TRIZAY COUTRETOT ST SERGE;
28359;ST REMY SUR AVRE;28380;ST REMY SUR AVRE;
28048;LA BOURDINIERE ST LOUP;28360;LA BOURDINIERE ST LOUP;
28048;LA BOURDINIERE ST LOUP;28360;LA BOURDINIERE ST LOUP;ST LOUP
28122;DAMMARIE;28360;DAMMARIE;
28162;FRESNAY LE COMTE;28360;FRESNAY LE COMTE;
28222;LUPLANTE;28360;LUPLANTE;
28246;MESLAY LE VIDAME;28360;MESLAY LE VIDAME;
28309;PRUNAY LE GILLON;28360;PRUNAY LE GILLON;
28383;THEUVILLE;28360;THEUVILLE;
28419;VITRAY EN BEAUCE;28360;VITRAY EN BEAUCE;
28124;DAMPIERRE SUR AVRE;28350;DAMPIERRE SUR AVRE;
28348;ST LUBIN DES JONCHERETS;28350;ST LUBIN DES JONCHERETS;
28046;BOISSY LES PERCHE;28340;BOISSY LES PERCHE;
28077;LA CHAPELLE FORTIN;28340;LA CHAPELLE FORTIN;
28149;LA FERTE VIDAME;28340;LA FERTE VIDAME;
28202;LAMBLORE;28340;LAMBLORE;
28271;MORVILLIERS;28340;MORVILLIERS;
28314;LES RESSUINTES;28340;LES RESSUINTES;
28316;ROHAIRE;28340;ROHAIRE;
28016;LES AUTELS VILLEVILLON;28330;LES AUTELS VILLEVILLON;
28018;AUTHON DU PERCHE;28330;AUTHON DU PERCHE;
28027;LA BAZOCHE GOUET;28330;LA BAZOCHE GOUET;
28038;BETHONVILLIERS;28330;BETHONVILLIERS;
28078;CHAPELLE GUILLAUME;28330;CHAPELLE GUILLAUME;
28080;CHARBONNIERES;28330;CHARBONNIERES;
28111;COUDRAY AU PERCHE;28330;COUDRAY AU PERCHE;
28144;LES ETILLEUX;28330;LES ETILLEUX;
28327;ST BOMER;28330;ST BOMER;
28376;SOIZE;28330;SOIZE;
28023;BAILLEAU ARMENONVILLE;28320;BAILLEAU ARMENONVILLE;
28023;BAILLEAU ARMENONVILLE;28320;BAILLEAU ARMENONVILLE;ARMENONVILLE LES GATINEAUX
28137;ECROSNES;28320;ECROSNES;
28168;GALLARDON;28320;GALLARDON;MONTLOUET
28168;GALLARDON;28320;GALLARDON;
28172;GAS;28320;GAS;
28425;YMERAY;28320;YMERAY;
28002;ALLAINES MERVILLIERS;28310;ALLAINES MERVILLIERS;
28002;ALLAINES MERVILLIERS;28310;ALLAINES MERVILLIERS;MERVILLIERS
28025;BARMAINVILLE;28310;BARMAINVILLE;
28026;BAUDREVILLE;28310;BAUDREVILLE;
28164;FRESNAY L EVEQUE;28310;FRESNAY L EVEQUE;
28183;GOMMERVILLE;28310;GOMMERVILLE;
28183;GOMMERVILLE;28310;GOMMERVILLE;GRANDVILLE GAUDREVILLE
28184;GOUILLONS;28310;GOUILLONS;
28189;GUILLEVILLE;28310;GUILLEVILLE;
28197;INTREVILLE;28310;INTREVILLE;
28199;JANVILLE;28310;JANVILLE;
28210;LEVESVILLE LA CHENARD;28310;LEVESVILLE LA CHENARD;
28243;MEROUVILLE;28310;MEROUVILLE;
28276;NEUVY EN BEAUCE;28310;NEUVY EN BEAUCE;
28284;OINVILLE ST LIPHARD;28310;OINVILLE ST LIPHARD;
28300;POINVILLE;28310;POINVILLE;
28311;LE PUISET;28310;LE PUISET;
28319;ROUVRAY ST DENIS;28310;ROUVRAY ST DENIS;
28367;SANTILLY;28310;SANTILLY;
28391;TOURY;28310;TOURY;
28392;TRANCRAINVILLE;28310;TRANCRAINVILLE;
28006;AMILLY;28300;AMILLY;
28022;BAILLEAU L EVEQUE;28300;BAILLEAU L EVEQUE;
28034;BERCHERES ST GERMAIN;28300;BERCHERES ST GERMAIN;
28034;BERCHERES ST GERMAIN;28300;BERCHERES ST GERMAIN;ST GERMAIN LA GATINE
28060;BRICONVILLE;28300;BRICONVILLE;
28068;CHALLET;28300;CHALLET;
28070;CHAMPHOL;28300;CHAMPHOL;
28100;CINTRAY;28300;CINTRAY;
28102;CLEVILLIERS;28300;CLEVILLIERS;
28104;COLTAINVILLE;28300;COLTAINVILLE;
28163;FRESNAY LE GILMERT;28300;FRESNAY LE GILMERT;
28173;GASVILLE OISEME;28300;GASVILLE OISEME;
28201;JOUY;28300;JOUY;
28209;LEVES;28300;LEVES;
28229;MAINVILLIERS;28300;MAINVILLIERS;
28301;POISVILLIERS;28300;POISVILLIERS;
28325;ST AUBIN DES BOIS;28300;ST AUBIN DES BOIS;
28358;ST PREST;28300;ST PREST;
28012;ARROU;28290;ARROU;
28079;CHAPELLE ROYALE;28290;CHAPELLE ROYALE;
28093;CHATILLON EN DUNOIS;28290;CHATILLON EN DUNOIS;
28115;COURTALAIN;28290;COURTALAIN;
28356;ST PELLERIN;28290;ST PELLERIN;
28030;BEAUCHE;28270;BEAUCHE;
28037;BEROU LA MULOTIERE;28270;BEROU LA MULOTIERE;
28059;BREZOLLES;28270;BREZOLLES;
28087;CHATAINCOURT;28270;CHATAINCOURT;
28090;LES CHATELETS;28270;LES CHATELETS;
28120;CRUCEY VILLAGES;28270;CRUCEY VILLAGES;
28120;CRUCEY VILLAGES;28270;CRUCEY VILLAGES;MAINTERNE
28120;CRUCEY VILLAGES;28270;CRUCEY VILLAGES;VITRAY SOUS BREZOLLES
28143;ESCORPAIN;28270;ESCORPAIN;
28151;FESSANVILLIERS MATTANVILLIERS;28270;FESSANVILLIERS MATTANVILLIERS;
28206;LAONS;28270;LAONS;
28231;LA MANCELIERE;28270;LA MANCELIERE;
28263;MONTIGNY SUR AVRE;28270;MONTIGNY SUR AVRE;
28308;PRUDEMANCHE;28270;PRUDEMANCHE;
28315;REVERCOURT;28270;REVERCOURT;
28322;RUEIL LA GADELIERE;28270;RUEIL LA GADELIERE;
28346;ST LUBIN DE CRAVANT;28270;ST LUBIN DE CRAVANT;
28007;ANET;28260;ANET;
28036;BERCHERES SUR VESGRE;28260;BERCHERES SUR VESGRE;
28050;BONCOURT;28260;BONCOURT;
28096;LA CHAUSSEE D IVRY;28260;LA CHAUSSEE D IVRY;
28180;GILLES;28260;GILLES;
28187;GUAINVILLE;28260;GUAINVILLE;
28247;LE MESNIL SIMON;28260;LE MESNIL SIMON;
28293;OULINS;28260;OULINS;
28321;ROUVRES;28260;ROUVRES;
28355;ST OUEN MARCHEFROY;28260;ST OUEN MARCHEFROY;
28371;SAUSSAY;28260;SAUSSAY;
28377;SOREL MOUSSEL;28260;SOREL MOUSSEL;
28130;DIGNY;28250;DIGNY;
28159;LA FRAMBOISIERE;28250;LA FRAMBOISIERE;
28200;JAUDRAIS;28250;JAUDRAIS;
28217;LOUVILLIERS LES PERCHE;28250;LOUVILLIERS LES PERCHE;
28248;LE MESNIL THOMAS;28250;LE MESNIL THOMAS;
28310;LA PUISAYE;28250;LA PUISAYE;
28368;LA SAUCELLE;28250;LA SAUCELLE;
28373;SENONCHES;28250;SENONCHES;
28373;SENONCHES;28250;SENONCHES;LA VILLE AUX NONAINS
28373;SENONCHES;28250;SENONCHES;TARDAIS
28033;BELHOMERT GUEHOUVILLE;28240;BELHOMERT GUEHOUVILLE;
28071;CHAMPROND EN GATINE;28240;CHAMPROND EN GATINE;
28109;LES CORVEES LES YYS;28240;LES CORVEES LES YYS;
28156;FONTAINE SIMON;28240;FONTAINE SIMON;
28166;FRIAIZE;28240;FRIAIZE;
28214;LA LOUPE;28240;LA LOUPE;
28232;MANOU;28240;MANOU;
28240;MEAUCE;28240;MEAUCE;
28264;MONTIREAU;28240;MONTIREAU;
28265;MONTLANDON;28240;MONTLANDON;
28333;ST DENIS DES PUITS;28240;ST DENIS DES PUITS;
28335;ST ELIPH;28240;ST ELIPH;
28354;ST MAURICE ST GERMAIN;28240;ST MAURICE ST GERMAIN;
28362;ST VICTOR DE BUTHON;28240;ST VICTOR DE BUTHON;
28385;LE THIEULIN;28240;LE THIEULIN;
28401;VAUPILLON;28240;VAUPILLON;
28135;DROUE SUR DROUETTE;28230;DROUE SUR DROUETTE;
28140;EPERNON;28230;EPERNON;
28017;AUTHEUIL;28220;AUTHEUIL;
28044;BOISGASSON;28220;BOISGASSON;
28083;CHARRAY;28220;CHARRAY;
28103;CLOYES SUR LE LOIR;28220;CLOYES SUR LE LOIR;
28133;DOUY;28220;DOUY;
28150;LA FERTE VILLENEUIL;28220;LA FERTE VILLENEUIL;
28204;LANGEY;28220;LANGEY;
28241;LE MEE;28220;LE MEE;
28262;MONTIGNY LE GANNELON;28220;MONTIGNY LE GANNELON;
28318;ROMILLY SUR AIGRE;28220;ROMILLY SUR AIGRE;
28340;ST HILAIRE SUR YERRE;28220;ST HILAIRE SUR YERRE;
28054;LE BOULLAY MIVOYE;28210;LE BOULLAY MIVOYE;
28055;LE BOULLAY THIERRY;28210;LE BOULLAY THIERRY;
28058;BRECHAMPS;28210;BRECHAMPS;
28094;CHAUDON;28210;CHAUDON;
28113;COULOMBS;28210;COULOMBS;
28118;CROISILLES;28210;CROISILLES;
28146;FAVEROLLES;28210;FAVEROLLES;
28213;LORMAYE;28210;LORMAYE;
28275;NERON;28210;NERON;
28279;NOGENT LE ROI;28210;NOGENT LE ROI;VACHERESSES LES BASSES
28279;NOGENT LE ROI;28210;NOGENT LE ROI;
28289;ORMOY;28210;ORMOY;
28299;LES PINTHIERES;28210;LES PINTHIERES;
28343;ST LAURENT LA GATINE;28210;ST LAURENT LA GATINE;
28349;ST LUCIEN;28210;ST LUCIEN;
28372;SENANTES;28210;SENANTES;
28415;VILLEMEUX SUR EURE;28210;VILLEMEUX SUR EURE;
28075;LA CHAPELLE DU NOYER;28200;LA CHAPELLE DU NOYER;
